801,20
801,20
802,20
803,20
803,20
805,20
805,20
808,20
807,20
807,20
810,20
809,20
809,20
811,20
811,20
812,20
812,20
816,20
816,20
817,20
818,20
818,20
821,20
820,20
820,20
822,20
822,20
823,20
825,20
825,20
828,20
828,20
829,20
830,20
835,20
834,20
834,20
836,20
836,20
840,20
839,20
838,20
838,20
842,20
841,20
841,20
844,20
844,20
849,20
845,20
845,20
846,20
847,20
847,20
851,20
850,20
850,20
855,20
854,20
853,20
853,20
856,20
857,20
857,20
858,20
858,20
862,20
862,20
867,20
865,20
865,20
866,20
868,20
868,20
872,20
871,20
870,20
870,20
875,20
873,20
873,20
874,20
876,20
879,20
879,20
880,20
896,20
884,20
884,20
885,20
886,20
886,20
888,20
889,20
889,20
890,20
891,20
891,20
892,20
895,20
900,37
900,37
901,37
902,37
902,37
903,37
906,37
905,37
905,37
907,37
907,37
909,37
909,37
911,37
914,37
913,37
913,37
915,37
915,37
917,37
918,37
918,37
919,37
920,37
920,37
949,37
923,37
923,37
924,37
924,37
925,37
925,37
926,37
927,37
927,37
928,37
928,37
935,37
932,37
931,37
931,37
933,37
934,37
938,37
938,37
940,37
939,37
939,37
941,37
946,37
944,37
944,37
945,37
952,37
950,37
950,37
951,37
957,37
953,37
953,37
954,37
955,37
955,37
960,37
958,37
958,37
959,37
964,37
963,37
963,37
965,37
965,37
967,37
969,37
971,37
971,37
972,37
973,37
973,37
974,37
975,37
975,37
977,37
977,37
981,37
981,37
985,37
984,37
984,37
986,37
996,37
988,37
988,37
989,37
989,37
990,37
990,37
992,37
993,37
993,37
1000,28
1000,28
1001,28
1002,28
1002,28
1004,28
1004,28
1006,28
1006,28
1007,28
1007,28
1009,28
1009,28
1010,28
1010,28
1012,28
1012,28
1013,28
1016,28
1016,28
1017,28
1017,28
1020,28
1024,28
1021,28
1021,28
1022,28
1022,28
1028,28
1027,28
1027,28
1030,28
1029,28
1029,28
1032,28
1031,28
1031,28
1033,28
1034,28
1034,28
1036,28
1036,28
1038,28
1037,28
1037,28
1046,28
1045,28
1044,28
1044,28
1047,28
1050,28
1049,28
1049,28
1059,28
1058,28
1055,28
1051,28
1051,28
1052,28
1052,28
1053,28
1056,28
1056,28
1061,28
1061,28
1062,28
1063,28
1063,28
1065,28
1064,28
1064,28
1067,28
1067,28
1071,28
1069,28
1069,28
1070,28
1072,28
1075,80
1074,80
1074,80
1076,80
1077,80
1077,80
1081,80
1079,80
1079,80
1080,80
1082,80
1082,80
1083,80
1083,80
1109,80
1094,80
1090,80
1089,80
1087,80
1087,80
1088,80
1092,80
1091,80
1091,80
1095,80
1095,80
1096,80
1097,80
1098,80
1103,80
1100,80
1099,80
1099,80
1101,80
1101,80
1104,80
1104,80
1106,80
1111,80
1110,80
1110,80
1112,80
1112,80
1113,80
1113,80
1115,80
1114,80
1114,80
1119,80
1118,80
1118,80
1120,80
1120,80
1128,80
1124,80
1124,80
1125,80
1125,80
1126,80
1129,80
1131,80
1131,80
1132,80
1132,80
1135,80
1134,80
1134,80
1137,80
1138,80
1138,80
1143,80
1143,80
1144,80
1144,80
1145,80
1146,80
1146,80
1149,80
1149,80
1150,80
1150,80
1151,80
1152,80
1152,80
1154,80
1154,80
1158,80
1158,80
1160,80
1159,80
1159,80
1162,80
1162,80
1163,80
1163,80
1164,80
1170,80
1169,80
1168,80
1168,80
1176,28
1176,28
1179,28
1177,28
1177,28
1178,28
1180,28
1181,28
1183,28
1186,28
1185,28
1184,28
1184,28
1188,28
1188,28
1189,28
1189,28
1192,28
1190,28
1190,28
1191,28
1195,28
1213,69
1199,69
1199,69
1206,69
1204,69
1200,69
1200,69
1201,69
1201,69
1202,69
1205,69
1207,69
1207,69
1208,69
1208,69
1209,69
1217,69
1214,69
1214,69
1215,69
1215,69
1225,69
1223,69
1218,69
1218,69
1221,69
1219,69
1219,69
1220,69
1224,69
1232,69
1226,69
1226,69
1227,69
1227,69
1229,69
1230,69
1230,69
1233,69
1233,69
1236,69
1234,69
1234,69
1235,69
1240,69
1240,69
1241,69
1241,69
1243,69
1243,69
1244,69
1244,69
1245,69
1245,69
1246,69
1250,69
1253,69
1253,69
1254,69
1254,69
1255,69
1255,69
1257,69
1260,69
1259,69
1259,69
1261,69
1261,69
1262,69
1265,69
1266,69
1266,69
1271,69
1270,69
1269,69
1269,69
1273,69
1273,69
1274,69
1275,69
1276,69
1276,69
1277,69
1281,69
1280,69
1278,69
1278,69
1279,69
1282,69
1282,69
1283,69
1283,69
1287,69
1287,69
1289,69
1289,69
1290,69
1290,69
1291,69
1291,69
1299,31
1299,31
1301,31
1300,31
1300,31
1302,31
1302,31
1305,31
1304,31
1304,31
1308,31
1308,31
1309,31
1309,31
1310,31
1313,31
1312,31
1312,31
1315,31
1316,31
1316,31
1317,31
1317,31
1324,31
1320,31
1320,31
1321,31
1321,31
1322,31
1329,31
1326,31
1325,31
1325,31
1327,31
1328,31
1332,31
1331,31
1331,31
1335,31
1333,31
1333,31
1334,31
1339,31
1339,31
1340,31
1344,31
1343,31
1343,31
1345,31
1345,31
1348,31
1347,31
1347,31
1349,31
1352,31
1351,31
1350,31
1350,31
1356,31
1355,31
1355,31
1358,31
1358,31
1359,31
1359,31
